comment,label
"দিদি ভাই আমি তোমার  আগে কখনো দেখিনি  আজকে  খুলে দেখতেই তোমার   এসেছে,দিদি ভাই তুমি কি  করো আমি যানি না  তোমা এই  টা তেমন ভালো হয়নি ,তুমি যদি এই    টার মেখানে যেখানে অতিরিক্ত ভুল হয়েছে সাটা তুলে ধোরেতে আর ঠিক গুলো কি ,আমাদের এই  তে দেখাতে তাহোলে ভালো হতো",Positive
কবিতা গুলো বেশ ভালো হাসতে হাসতে পেট ব্যাথা হয়ে গেছে,Positive
আমার মনে হয় না এটা কোনো সিনেমা  এটাতো কিরণমালা,Positive
"গালাগালি না দিলে কনটেন্ট হয় না?? আর রাবণ দুশ্চরিত্র, লম্পট ছিলো?? সমালোচনা করবার আগে একটু রিসার্চ করে আসলে ভালো হতো না??",Negative
দোতলা রাবন,Negative
এতো মজারে খা,Positive
এতো ভালো কবিতা!,Positive
"আপনার পোষ্টে কমেন্ট না করে পারিনা,,",Positive
দাত কেলানো  বাদুড়,Negative
সিরাই সীরাই রক্ত  দিদির ভক্ত,Positive
তোমার কবিতা গুলো সেরা হয় দিদি,Positive
যাক বাবা আমি এখনো ভাগ্যিস দেখিনি,Positive
রাবন কম রাক্ষস বেশি লাগছে,Negative
এত দিনে বুঝতে পারছি  র থেকেও বাজে কিছু হয় তাও এত এত এত বড় স্কেলে। পারে মাইরি।,Negative
দিদি রাবন কিন্তু দুশ্চরিত্র নয়,Negative
আমি তোমার খুব বর ভক্ত  কিন্তু তুমিতো আমার কথার রিপ্লাই দাওনা দিদি,Positive
ছন্দ ভালো হয় না বলার দরকার নেই,Negative
"মুভিটি ব্যান করে দেয়া উচিত, সনাতন ধর্মের বড় অপমান,",Negative
নিজের ধর্মকে নিয়ে কিছু  বানালে গায়ে লাগে যখন মুসলমানকে ছোট করে  ছবি বানানো হয় তখন মুসলমানদের কেমন লাগে,Negative
আমার কালো ধোন,Negative
কবিতা গুলো ভালো ছিল না,Negative
