comments,reaction_type
ভূত রাবন না রাবন ভুত। কি বলবো কিছুই বুঝতে পারছি না।,negative
(সাঁওতালি),neutral
আমি হাসতে হাসতে শেষ,positive
বিভীষণের বউ খানা কি ভীষণ হট,negative
"আমাকে অনেকেই চেয়েছে শুধু চায়নি সে, যাকে আমি চেয়েছি :)",neutral
কলিযুগের রামায়ণ,negative
মাথা কাজ করে না।,neutral
দিদি কবিতা গুলো সেরা,positive
তোমার মুখটা বেকা           তুমি হদ্দ নেকা          প্রেমে খেয়েছো ছেকা,neutral
রাবণের দশটা মাথা আর কুড়িটা হাত।,negative
ও দিদি অনেক হাসালে,positive
এরপর   কে,neutral
দিদি একটা হিন্দি রিয়াল আছে দাঙ্গাল চ্যানেলে হয় পালকো কি চাও মে 2 এটা নিয়ে একটু মজা চাই দয়া করে একটু কইরো,negative
সেরা,positive
এর আরেকটা  দাও প্লিজ,positive
দারুন,positive
জয় শ্রীরাম  জয় বজরঙ্গবলী জয় হনুমান  জয় শ্রী রাম লক্ষণ ভরত শত্রু ঘনের চরণে শত শত প্রণাম জানাই এই ছবির ডাইরেক্টর এই ছবির রাইটার                  - -,neutral
দিদিভাই বাম্পার ভিডিও বানাও তুমি,positive
অসাধারণ বাঁশটা দিলেন ৷,negative
"দিদি ভাই আমি তোমার  আগে কখনো দেখিনি  আজকে  খুলে দেখতেই তোমার   এসেছে,দিদি ভাই তুমি কি  করো আমি যানি না  তোমা এই  টা তেমন ভালো হয়নি ,তুমি যদি এই    টার মেখানে যেখানে অতিরিক্ত ভুল হয়েছে সাটা তুলে ধোরেতে আর ঠিক গুলো কি ,আমাদের এই  তে দেখাতে তাহোলে ভালো হতো",positive
